is_open_data,is_open_code,is_register_pred,is_coi_pred,is_fund_pred,DOI
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1458
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1459
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1463
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1465
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1467
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1468
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1469
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1474
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1475
TRUE,TRUE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1487
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1494
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1496
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1525
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa1532
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1547
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1578
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1579
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1584
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa1589
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/cid/ciaa1592
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1593
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1607
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1617
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa1624
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1630
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1637
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1653
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1664
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1668
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1681
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1682
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1684
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1685
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa1692
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1702
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1704
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1710
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1722
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1728
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1737
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1748
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/cid/ciaa1764
TRUE,FALSE,FALSE,FALSE,FALSE,10.1093/cid/ciaa1780
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1785
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1792
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa1793
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1804
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1818
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa1825
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1845
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1850
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1851
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1881
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1882
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1895
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1896
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1911
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1912
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1933
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1935
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa226
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa270
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa491
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa578
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa663
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa672
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa673
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa692
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa710
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa712
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa725
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa726
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa743
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa773
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa791
FALSE,FALSE,FALSE,FALSE,FALSE,10.1093/cid/ciaa815
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa816
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa882
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa883
FALSE,TRUE,FALSE,TRUE,TRUE,10.1093/cid/ciaa889
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa900
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciaa902
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa903
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa905
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa924
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa935
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa941
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa945
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa953
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa955
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa963
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa967
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa977
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa979
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa991
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa992
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa995
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab003
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab035
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab037
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab048
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciab054
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab080
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciab101
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab103
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab104
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab110
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciab127
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab131
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab142
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciab148
TRUE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab177
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab185
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab198
FALSE,TRUE,FALSE,TRUE,TRUE,10.1093/cid/ciab218
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab228
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciab230
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab234
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab263
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab266
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab271
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab273
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab278
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab303
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab308
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab309
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab310
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab311
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab312
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab313
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciab315
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciab321
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/cid/ciab330
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab331
FALSE,FALSE,FALSE,FALSE,FALSE,10.1093/cid/ciab338
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab342
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab344
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab372
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab373
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab381
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab396
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciab403
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab408
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab410
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab432
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab494
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab953
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa477
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa553
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa565
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa609
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa641
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa656
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa680
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa724
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiaa742
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa744
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiaa745
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa756
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa767
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa796
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa804
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiab010
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiab044
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab065
FALSE,TRUE,FALSE,TRUE,TRUE,10.1093/infdis/jiab075
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab076
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab082
FALSE,TRUE,FALSE,TRUE,TRUE,10.1093/infdis/jiab093
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab097
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiab098
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiab099
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab104
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab107
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab108
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab124
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab125
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab127
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab142
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab159
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab160
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab163
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab164
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab171
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab174
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab191
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/infdis/jiab200
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab203
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab228
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab231
FALSE,FALSE,TRUE,TRUE,TRUE,10.1093/infdis/jiab242
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab255
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab260
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab261
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/infdis/jiab262
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab270
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab278
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab288
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab289
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab296
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab319
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab355
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/infdis/jiab377
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab394
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab425
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab482
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab485
FALSE,FALSE,FALSE,FALSE,TRUE,10.1093/infdis/jiab504
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab523
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab568
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciaa1072
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1290
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1408
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1433
FALSE,TRUE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1388
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1535
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciaa1549
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiaa741
FALSE,FALSE,TRUE,TRUE,FALSE,10.1093/infdis/jiab181
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab195
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/cid/ciab320
FALSE,FALSE,FALSE,TRUE,FALSE,10.1093/cid/ciab318
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab299
FALSE,FALSE,FALSE,TRUE,TRUE,10.1093/infdis/jiab367
