PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
30910427,Active and passive case-finding in tuberculosis-affected households in Peru: a 10-year prospective cohort study,"Saunders MJ, Tovar MA, Collier D, Baldwin MR, Montoya R, Valencia TR, Gilman RH, Evans CA.",Lancet Infect Dis. 2019 May;19(5):519-528. doi: 10.1016/S1473-3099(18)30753-9. Epub 2019 Mar 22.,Saunders MJ,Lancet Infect Dis,2019,2019/03/27,PMC6483977,,10.1016/S1473-3099(18)30753-9
29581053,Prevalence and clinical significance of respiratory viruses and bacteria detected in tuberculosis patients compared to household contact controls in Tanzania: a cohort study,"Mhimbira F, Hiza H, Mbuba E, Hella J, Kamwela L, Sasamalo M, Ticlla M, Said K, Mhalu G, Chiryamkubi M, Schindler C, Reither K, Gagneux S, Fenner L.",Clin Microbiol Infect. 2019 Jan;25(1):107.e1-107.e7. doi: 10.1016/j.cmi.2018.03.019. Epub 2018 Mar 23.,Mhimbira F,Clin Microbiol Infect,2019,2018/03/28,PMC7128396,,10.1016/j.cmi.2018.03.019
30690213,Macrolides in critically ill patients with Middle East Respiratory Syndrome,"Arabi YM, Deeb AM, Al-Hameed F, Mandourah Y, Almekhlafi GA, Sindi AA, Al-Omari A, Shalhoub S, Mady A, Alraddadi B, Almotairi A, Al Khatib K, Abdulmomen A, Qushmaq I, Solaiman O, Al-Aithan AM, Al-Raddadi R, Ragab A, Al Harthy A, Kharaba A, Jose J, Dabbagh T, Fowler RA, Balkhy HH, Merson L, Hayden FG; Saudi Critical Care Trials group.",Int J Infect Dis. 2019 Apr;81:184-190. doi: 10.1016/j.ijid.2019.01.041. Epub 2019 Jan 25.,Arabi YM,Int J Infect Dis,2019,2019/01/29,PMC7110878,,10.1016/j.ijid.2019.01.041
31678231,The temporal dynamics of humoral immunity to Rickettsia typhi infection in murine typhus patients,"Phakhounthong K, Mukaka M, Dittrich S, Tanganuchitcharnchai A, Day NPJ, White LJ, Newton PN, Blacksell SD.",Clin Microbiol Infect. 2020 Jun;26(6):781.e9-781.e16. doi: 10.1016/j.cmi.2019.10.022. Epub 2019 Oct 31.,Phakhounthong K,Clin Microbiol Infect,2019,2019/11/04,PMC7284305,,10.1016/j.cmi.2019.10.022
31053098,Contemporary HCV pangenotypic DAA treatment protocols are exclusionary to real world HIV-HCV co-infected patients,"Maughan A, Sadigh K, Angulo-Diaz V, Mandimika C, Villanueva M, Lim JK, Ogbuagu O.",BMC Infect Dis. 2019 May 3;19(1):378. doi: 10.1186/s12879-019-3974-7.,Maughan A,BMC Infect Dis,2019,2019/05/05,PMC6500032,,10.1186/s12879-019-3974-7
31676242,"Long-term survival and cause-specific mortality of patients newly diagnosed with tuberculosis in São Paulo state, Brazil, 2010-15: a population-based, longitudinal study","Ranzani OT, Rodrigues LC, Bombarda S, Minto CM, Waldman EA, Carvalho CRR.",Lancet Infect Dis. 2020 Jan;20(1):123-132. doi: 10.1016/S1473-3099(19)30518-3. Epub 2019 Oct 31.,Ranzani OT,Lancet Infect Dis,2019,2019/11/03,PMC6928568,,10.1016/S1473-3099(19)30518-3
31109292,"Epidemiological characteristics, clinical manifestations and laboratory findings in 850 patients with brucellosis in Heilongjiang Province, China","Jiang W, Chen J, Li Q, Jiang L, Huang Y, Lan Y, Li Y.",BMC Infect Dis. 2019 May 20;19(1):439. doi: 10.1186/s12879-019-4081-5.,Jiang W,BMC Infect Dis,2019,2019/05/22,PMC6528215,,10.1186/s12879-019-4081-5
31525517,The recent emergence of a highly related virulent Clostridium difficile clade with unique characteristics,"Shaw HA, Preston MD, Vendrik KEW, Cairns MD, Browne HP, Stabler RA, Crobach MJT, Corver J, Pituch H, Ingebretsen A, Pirmohamed M, Faulds-Pain A, Valiente E, Lawley TD, Fairweather NF, Kuijper EJ, Wren BW.",Clin Microbiol Infect. 2020 Apr;26(4):492-498. doi: 10.1016/j.cmi.2019.09.004. Epub 2019 Sep 13.,Shaw HA,Clin Microbiol Infect,2019,2019/09/17,PMC7167513,,10.1016/j.cmi.2019.09.004
31881851,Enterococcal periprosthetic joint infection: clinical and microbiological findings from an 8-year retrospective cohort study,"Renz N, Trebse R, Akgün D, Perka C, Trampuz A.",BMC Infect Dis. 2019 Dec 27;19(1):1083. doi: 10.1186/s12879-019-4691-y.,Renz N,BMC Infect Dis,2019,2019/12/29,PMC6935141,,10.1186/s12879-019-4691-y
31615435,An outbreak of Salmonella Saintpaul in a Scottish childcare facility: the influence of parental under-reporting,"Thomson RM, Henderson HJ, Smith-Palmer A.",BMC Infect Dis. 2019 Oct 15;19(1):847. doi: 10.1186/s12879-019-4516-z.,Thomson RM,BMC Infect Dis,2019,2019/10/17,PMC6794835,,10.1186/s12879-019-4516-z
31284032,A systematic review and meta-analysis of patient data from the West Africa (2013-16) Ebola virus disease epidemic,"Rojek AM, Salam A, Ragotte RJ, Liddiard E, Elhussain A, Carlqvist A, Butler M, Kayem N, Castle L, Odondi L', Stepniewska K, Horby PW.",Clin Microbiol Infect. 2019 Nov;25(11):1307-1314. doi: 10.1016/j.cmi.2019.06.032. Epub 2019 Jul 5.,Rojek AM,Clin Microbiol Infect,2019,2019/07/09,PMC7116468,EMS104662,10.1016/j.cmi.2019.06.032
31559967,Emergence of the Asian lineage of Zika virus in Angola: an outbreak investigation,"Hill SC, Vasconcelos J, Neto Z, Jandondo D, Zé-Zé L, Aguiar RS, Xavier J, Thézé J, Mirandela M, Micolo Cândido AL, Vaz F, Sebastião CDS, Wu CH, Kraemer MUG, Melo A, Schamber-Reis BLF, de Azevedo GS, Tanuri A, Higa LM, Clemente C, da Silva SP, da Silva Candido D, Claro IM, Quibuco D, Domingos C, Pocongo B, Watts AG, Khan K, Alcantara LCJ, Sabino EC, Lackritz E, Pybus OG, Alves MJ, Afonso J, Faria NR.",Lancet Infect Dis. 2019 Oct;19(10):1138-1147. doi: 10.1016/S1473-3099(19)30293-2.,Hill SC,Lancet Infect Dis,2019,2019/09/28,PMC6892302,,10.1016/S1473-3099(19)30293-2
31216988,The efficacy of pulsed-xenon ultraviolet light technology on Candida auris,"Maslo C, du Plooy M, Coetzee J.",BMC Infect Dis. 2019 Jun 19;19(1):540. doi: 10.1186/s12879-019-4137-6.,Maslo C,BMC Infect Dis,2019,2019/06/21,PMC6585008,,10.1186/s12879-019-4137-6
31284037,Profiling infectious diseases in Turkey after the influx of 3.5 million Syrian refugees,"Ergönül Ö, Tülek N, Kayı I, Irmak H, Erdem O, Dara M.",Clin Microbiol Infect. 2020 Mar;26(3):307-312. doi: 10.1016/j.cmi.2019.06.022. Epub 2019 Jul 5.,Ergönül Ö,Clin Microbiol Infect,2019,2019/07/09,PMC7129060,,10.1016/j.cmi.2019.06.022
31455234,Childhood tuberculosis and treatment outcomes in Accra: a retrospective analysis,"Ohene SA, Fordah S, Dela Boni P.",BMC Infect Dis. 2019 Aug 28;19(1):749. doi: 10.1186/s12879-019-4392-6.,Ohene SA,BMC Infect Dis,2019,2019/08/29,PMC6712824,,10.1186/s12879-019-4392-6
31395032,Hepatitis C virus infection in Irish drug users and prisoners - a scoping review,"Crowley D, Murtagh R, Cullen W, Lambert JS, McHugh T, Van Hout MC.",BMC Infect Dis. 2019 Aug 8;19(1):702. doi: 10.1186/s12879-019-4218-6.,Crowley D,BMC Infect Dis,2019,2019/08/10,PMC6686252,,10.1186/s12879-019-4218-6
31521133,"""Enterocytozoon bieneusi and Cryptosporidium: a cross-sectional study conducted throughout Thailand""","Prasertbun R, Mori H, Sukthana Y, Popruk S, Kusolsuk T, Hagiwara K, Mahittikorn A.",BMC Infect Dis. 2019 Sep 14;19(1):808. doi: 10.1186/s12879-019-4422-4.,Prasertbun R,BMC Infect Dis,2019,2019/09/16,PMC6744698,,10.1186/s12879-019-4422-4
31221098,Why all blood donations should be tested for hepatitis E virus (HEV),"Denner J, Pischke S, Steinmann E, Blümel J, Glebe D.",BMC Infect Dis. 2019 Jun 20;19(1):541. doi: 10.1186/s12879-019-4190-1.,Denner J,BMC Infect Dis,2019,2019/06/22,PMC6585104,,10.1186/s12879-019-4190-1
31694567,"Active Mycobacterium tuberculosis infection at a comprehensive cancer center, 2006-2014","Kmeid J, Kulkarni PA, Batista MV, El Chaer F, Prayag A, Ariza-Heredia EJ, Mulanovich VE, Chemaly RF.",BMC Infect Dis. 2019 Nov 6;19(1):934. doi: 10.1186/s12879-019-4586-y.,Kmeid J,BMC Infect Dis,2019,2019/11/08,PMC6836382,,10.1186/s12879-019-4586-y
30819141,Usefulness of paired samples for the Serodiagnosis of toxoplasmosis infection in a tertiary teaching Hospital in Malaysia,"Thangarajah P, Hajissa K, Wong WK, Abdullah MA, Ismail N, Mohamed Z.",BMC Infect Dis. 2019 Feb 28;19(1):202. doi: 10.1186/s12879-019-3830-9.,Thangarajah P,BMC Infect Dis,2019,2019/03/02,PMC6396478,,10.1186/s12879-019-3830-9
31651260,"The latent tuberculosis infection cascade of care in Iqaluit, Nunavut, 2012-2016","Pease C, Zwerling A, Mallick R, Patterson M, Demaio P, Finn S, Allen J, Van Dyk D, Alvarez GG.",BMC Infect Dis. 2019 Oct 24;19(1):890. doi: 10.1186/s12879-019-4557-3.,Pease C,BMC Infect Dis,2019,2019/10/26,PMC6814024,,10.1186/s12879-019-4557-3
31138140,Waiting to inhale: factors associated with healthcare workers' fears of occupationally-acquired tuberculosis (TB),"Engelbrecht M, Rau A, Kigozi G, Janse van Rensburg A, Wouters E, Sommerland N, Masquillier C, Uebel K.",BMC Infect Dis. 2019 May 28;19(1):475. doi: 10.1186/s12879-019-4115-z.,Engelbrecht M,BMC Infect Dis,2019,2019/05/30,PMC6540445,,10.1186/s12879-019-4115-z
31786246,Onchocerca volvulus is not detected in the cerebrospinal fluid of persons with onchocerciasis-associated epilepsy,"Hotterbeekx A, Raimon S, Abd-Elfarag G, Carter JY, Sebit W, Suliman A, Siewe Fodjo JN, De Witte P, Logora MY, Colebunders R, Kumar-Singh S.",Int J Infect Dis. 2020 Feb;91:119-123. doi: 10.1016/j.ijid.2019.11.029. Epub 2019 Nov 29.,Hotterbeekx A,Int J Infect Dis,2019,2019/12/02,PMC6996151,,10.1016/j.ijid.2019.11.029
31353217,"Efficacy and safety of intermittent preventive treatment and intermittent screening and treatment versus single screening and treatment with dihydroartemisinin-piperaquine for the control of malaria in pregnancy in Indonesia: a cluster-randomised, open-label, superiority trial","Ahmed R, Poespoprodjo JR, Syafruddin D, Khairallah C, Pace C, Lukito T, Maratina SS, Asih PBS, Santana-Morales MA, Adams ER, Unwin VT, Williams CT, Chen T, Smedley J, Wang D, Faragher B, Price RN, Ter Kuile FO.",Lancet Infect Dis. 2019 Sep;19(9):973-987. doi: 10.1016/S1473-3099(19)30156-2. Epub 2019 Jul 25.,Ahmed R,Lancet Infect Dis,2019,2019/07/30,PMC6715823,EMS84181,10.1016/S1473-3099(19)30156-2
31299907,Spatial analysis of HIV-TB co-clustering in Uganda,"Aturinde A, Farnaghi M, Pilesjö P, Mansourian A.",BMC Infect Dis. 2019 Jul 12;19(1):612. doi: 10.1186/s12879-019-4246-2.,Aturinde A,BMC Infect Dis,2019,2019/07/14,PMC6625059,,10.1186/s12879-019-4246-2
31117966,Multilocus sequence typing analysis of Candida africana from vulvovaginal candidiasis,"Zhu YX, Shi Y, Fan SR, Liu XP, Yang J, Zhong SL.",BMC Infect Dis. 2019 May 22;19(1):461. doi: 10.1186/s12879-019-4071-7.,Zhu YX,BMC Infect Dis,2019,2019/05/24,PMC6532261,,10.1186/s12879-019-4071-7
30703528,Baseline characteristics and clinical symptoms related to respiratory viruses identified among patients presenting with influenza-like illness in primary care,"Souty C, Masse S, Valette M, Behillil S, Bonmarin I, Pino C, Turbelin C, Capai L, Vilcu AM, Lina B, van der Werf S, Blanchon T, Falchi A, Hanslik T.",Clin Microbiol Infect. 2019 Sep;25(9):1147-1153. doi: 10.1016/j.cmi.2019.01.014. Epub 2019 Jan 29.,Souty C,Clin Microbiol Infect,2019,2019/02/01,PMC7172742,,10.1016/j.cmi.2019.01.014
31484510,Efficacy of ceftazidime-avibactam in the treatment of infections due to Carbapenem-resistant Enterobacteriaceae,"Alraddadi BM, Saeedi M, Qutub M, Alshukairi A, Hassanien A, Wali G.",BMC Infect Dis. 2019 Sep 4;19(1):772. doi: 10.1186/s12879-019-4409-1.,Alraddadi BM,BMC Infect Dis,2019,2019/09/06,PMC6724371,,10.1186/s12879-019-4409-1
31331271,Characterization of clinical patterns of dengue patients using an unsupervised machine learning approach,"Macedo Hair G, Fonseca Nobre F, Brasil P.",BMC Infect Dis. 2019 Jul 22;19(1):649. doi: 10.1186/s12879-019-4282-y.,Macedo Hair G,BMC Infect Dis,2019,2019/07/24,PMC6647280,,10.1186/s12879-019-4282-y
30755177,Rapid molecular detection of macrolide resistance,"Nelson MM, Waldron CL, Bracht JR.",BMC Infect Dis. 2019 Feb 12;19(1):144. doi: 10.1186/s12879-019-3762-4.,Nelson MM,BMC Infect Dis,2019,2019/02/14,PMC6373131,,10.1186/s12879-019-3762-4
31653196,Interventions to treat methicillin-susceptible Staphylococcus aureus bacteremia: many methodological concerns,"García-Perdomo HA, Toro Maldonado JF.",BMC Infect Dis. 2019 Oct 25;19(1):892. doi: 10.1186/s12879-019-4520-3.,García-Perdomo HA,BMC Infect Dis,2019,2019/10/27,PMC6815029,,10.1186/s12879-019-4520-3
31678029,Quantifying risks and interventions that have affected the burden of diarrhoea among children younger than 5 years: an analysis of the Global Burden of Disease Study 2017,GBD 2017 Diarrhoeal Disease Collaborators.,Lancet Infect Dis. 2020 Jan;20(1):37-59. doi: 10.1016/S1473-3099(19)30401-3. Epub 2019 Oct 31.,GBD 2017 Diarrhoeal Disease Collaborators,Lancet Infect Dis,2019,2019/11/04,PMC7340495,,10.1016/S1473-3099(19)30401-3
30727970,A year of terror and a century of reflection: perspectives on the great influenza pandemic of 1918-1919,"Nickol ME, Kindrachuk J.",BMC Infect Dis. 2019 Feb 6;19(1):117. doi: 10.1186/s12879-019-3750-8.,Nickol ME,BMC Infect Dis,2019,2019/02/08,PMC6364422,,10.1186/s12879-019-3750-8
30786860,"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action","Rao VG, Bhat J, Yadav R, Sharma RK, Muniyandi M.",BMC Infect Dis. 2019 Feb 20;19(1):180. doi: 10.1186/s12879-019-3815-8.,Rao VG,BMC Infect Dis,2019,2019/02/22,PMC6383441,,10.1186/s12879-019-3815-8
